自增ID,款式编码,商品编码,商品名称,颜色及规格,颜色,规格,基本售价,市场吊牌价,分类,商品属性,创建时间,季节,面料成份
542,SPU129,SPU129-米色-XL,家居服秋冬款,米色 标准,米色,标准,87.0,171.0,内衣,XL,2025-01-25 20:12:19,夏季,麻
543,SPU129,SPU129-米色-L,家居服秋冬款,米色 短款,米色,短款,273.0,514.0,内衣,L,2025-08-06 12:22:18,夏季,混纺
544,SPU130,SPU130-黑色-均码,休闲衬衫热卖款,黑色 短款,黑色,短款,323.0,496.0,童装,均码,2025-03-29 20:58:06,夏季,羊毛
545,SPU130,SPU130-黑色-XXXL,休闲衬衫热卖款,黑色 修身,黑色,修身,321.0,513.0,童装,XXXL,2025-04-12 05:23:42,夏季,混纺
546,SPU130,SPU130-黑色-S,休闲衬衫热卖款,黑色 短款,黑色,短款,93.0,777.0,童装,S,2024-06-09 00:09:46,夏季,涤纶
547,SPU130,SPU130-黑色-XXL,休闲衬衫热卖款,黑色 短款,黑色,短款,353.0,733.0,童装,XXL,2025-09-25 01:28:22,夏季,麻
548,SPU131,SPU131-棕色-XS,运动套装秋冬款,棕色 标准,棕色,标准,341.0,408.0,童装,XS,2024-11-27 17:41:29,春季,麻
549,SPU131,SPU131-棕色-XS,运动套装秋冬款,棕色 加长,棕色,加长,416.0,540.0,童装,XS,2023-12-19 16:36:10,春季,麻
550,SPU131,SPU131-棕色-XS,运动套装秋冬款,棕色 宽松,棕色,宽松,305.0,117.0,童装,XS,2025-07-06 04:52:05,春季,丝
551,SPU131,SPU131-棕色-S,运动套装秋冬款,棕色 标准,棕色,标准,464.0,661.0,童装,S,2025-03-08 06:26:55,春季,混纺
552,SPU132,SPU132-灰色-XXL,风衣新款,灰色 标准,灰色,标准,209.0,776.0,童装,XXL,2025-06-27 03:05:38,冬季,丝
553,SPU132,SPU132-灰色-均码,风衣新款,灰色 修身,灰色,修身,196.0,589.0,童装,均码,2025-07-29 03:49:10,冬季,混纺
554,SPU132,SPU132-灰色-XL,风衣新款,灰色 宽松,灰色,宽松,144.0,640.0,童装,XL,2024-05-31 02:33:48,冬季,羊毛
555,SPU132,SPU132-灰色-XXL,风衣新款,灰色 加长,灰色,加长,389.0,647.0,童装,XXL,2023-11-04 02:42:06,冬季,涤纶
556,SPU133,SPU133-黑色-XXL,家居服新款,黑色 标准,黑色,标准,327.0,618.0,内衣,XXL,2025-08-18 22:40:57,春夏,涤纶
557,SPU133,SPU133-黑色-XXL,家居服新款,黑色 标准,黑色,标准,96.0,605.0,内衣,XXL,2024-08-30 20:35:24,春夏,混纺
558,SPU133,SPU133-黑色-XXXL,家居服新款,黑色 标准,黑色,标准,330.0,548.0,内衣,XXXL,2025-02-23 05:49:55,春夏,麻
559,SPU133,SPU133-黑色-L,家居服新款,黑色 标准,黑色,标准,435.0,440.0,内衣,L,2024-05-09 18:10:11,春夏,丝
560,SPU134,SPU134-粉色-M,西装外套春季款,粉色 宽松,粉色,宽松,195.0,178.0,童装,M,2025-04-18 19:52:03,春夏,羊毛
561,SPU134,SPU134-粉色-XL,西装外套春季款,粉色 短款,粉色,短款,365.0,492.0,童装,XL,2023-12-06 17:53:24,春夏,羊毛
562,SPU134,SPU134-粉色-M,西装外套春季款,粉色 加长,粉色,加长,328.0,153.0,童装,M,2024-12-18 14:52:43,春夏,棉
563,SPU134,SPU134-粉色-S,西装外套春季款,粉色 短款,粉色,短款,462.0,564.0,童装,S,2024-09-08 02:34:35,春夏,丝
564,SPU135,SPU135-棕色-XXL,风衣春季款,棕色 短款,棕色,短款,209.0,193.0,童装,XXL,2025-05-03 11:16:44,春夏,麻
565,SPU135,SPU135-棕色-S,风衣春季款,棕色 标准,棕色,标准,326.0,780.0,童装,S,2024-04-20 21:14:57,春夏,丝
566,SPU135,SPU135-棕色-L,风衣春季款,棕色 加长,棕色,加长,422.0,272.0,童装,L,2024-07-27 20:56:41,春夏,涤纶
567,SPU136,SPU136-灰色-XS,休闲衬衫秋冬款,灰色 加长,灰色,加长,151.0,587.0,男装,XS,2024-10-06 12:56:04,春夏,涤纶
568,SPU136,SPU136-灰色-L,休闲衬衫秋冬款,灰色 宽松,灰色,宽松,248.0,668.0,男装,L,2023-12-19 11:41:10,春夏,涤纶
569,SPU136,SPU136-灰色-XS,休闲衬衫秋冬款,灰色 标准,灰色,标准,160.0,115.0,男装,XS,2024-07-18 12:36:05,春夏,羊毛
570,SPU136,SPU136-灰色-均码,休闲衬衫秋冬款,灰色 加长,灰色,加长,237.0,486.0,男装,均码,2024-03-25 05:15:32,春夏,羊毛
571,SPU136,SPU136-灰色-L,休闲衬衫秋冬款,灰色 加长,灰色,加长,134.0,463.0,男装,L,2025-09-28 01:04:38,春夏,麻
572,SPU137,SPU137-黄色-XXXL,西装外套秋冬款,黄色 标准,黄色,标准,368.0,787.0,童装,XXXL,2024-01-11 08:44:55,秋冬,丝
573,SPU137,SPU137-黄色-XXXL,西装外套秋冬款,黄色 标准,黄色,标准,214.0,748.0,童装,XXXL,2025-03-28 06:05:45,秋冬,涤纶
574,SPU137,SPU137-黄色-XXL,西装外套秋冬款,黄色 短款,黄色,短款,211.0,771.0,童装,XXL,2025-09-10 09:05:34,秋冬,涤纶
575,SPU137,SPU137-黄色-XXL,西装外套秋冬款,黄色 宽松,黄色,宽松,408.0,505.0,童装,XXL,2025-05-30 04:18:26,秋冬,棉
576,SPU137,SPU137-黄色-均码,西装外套秋冬款,黄色 短款,黄色,短款,191.0,665.0,童装,均码,2025-03-23 18:28:43,秋冬,羊毛
577,SPU138,SPU138-棕色-XXL,跑步外套热卖款,棕色 短款,棕色,短款,419.0,257.0,运动,XXL,2024-09-19 19:22:40,春季,丝
578,SPU138,SPU138-棕色-XS,跑步外套热卖款,棕色 加长,棕色,加长,328.0,448.0,运动,XS,2023-11-13 09:48:24,春季,麻
579,SPU138,SPU138-棕色-S,跑步外套热卖款,棕色 宽松,棕色,宽松,60.0,414.0,运动,S,2025-04-06 01:06:15,春季,混纺
580,SPU139,SPU139-粉色-均码,休闲衬衫新款,粉色 宽松,粉色,宽松,79.0,348.0,男装,均码,2024-05-18 19:06:13,春夏,混纺
581,SPU139,SPU139-粉色-XL,休闲衬衫新款,粉色 短款,粉色,短款,163.0,728.0,男装,XL,2024-09-09 06:01:27,春夏,棉
582,SPU139,SPU139-粉色-均码,休闲衬衫新款,粉色 加长,粉色,加长,367.0,760.0,男装,均码,2024-10-17 12:06:36,春夏,麻
583,SPU140,SPU140-橙色-均码,家居服热卖款,橙色 标准,橙色,标准,292.0,572.0,内衣,均码,2024-04-12 00:39:42,夏季,丝
584,SPU140,SPU140-橙色-L,家居服热卖款,橙色 短款,橙色,短款,409.0,456.0,内衣,L,2025-08-23 20:59:44,夏季,麻
585,SPU140,SPU140-橙色-M,家居服热卖款,橙色 短款,橙色,短款,491.0,511.0,内衣,M,2024-12-23 03:31:26,夏季,棉
586,SPU141,SPU141-红色-XXL,跑步外套春季款,红色 短款,红色,短款,104.0,784.0,运动,XXL,2024-05-12 17:49:32,秋冬,羊毛
587,SPU141,SPU141-红色-S,跑步外套春季款,红色 短款,红色,短款,236.0,213.0,运动,S,2024-07-22 10:33:25,秋冬,涤纶
588,SPU141,SPU141-红色-L,跑步外套春季款,红色 短款,红色,短款,398.0,793.0,运动,L,2024-05-06 11:05:14,秋冬,涤纶
589,SPU141,SPU141-红色-XS,跑步外套春季款,红色 加长,红色,加长,378.0,332.0,运动,XS,2025-07-08 17:46:06,秋冬,棉
590,SPU141,SPU141-红色-XXXL,跑步外套春季款,红色 短款,红色,短款,365.0,580.0,运动,XXXL,2024-09-17 20:22:15,秋冬,麻
591,SPU142,SPU142-棕色-均码,童装套装经典款,棕色 宽松,棕色,宽松,431.0,228.0,童装,均码,2024-01-22 21:00:34,冬季,丝
592,SPU142,SPU142-棕色-XXL,童装套装经典款,棕色 宽松,棕色,宽松,368.0,715.0,童装,XXL,2025-06-13 10:02:42,冬季,麻
593,SPU142,SPU142-棕色-S,童装套装经典款,棕色 宽松,棕色,宽松,167.0,240.0,童装,S,2024-07-14 13:31:17,冬季,丝
594,SPU142,SPU142-棕色-S,童装套装经典款,棕色 标准,棕色,标准,253.0,166.0,童装,S,2025-01-05 15:10:31,冬季,丝
595,SPU143,SPU143-黄色-XS,羽绒服夏季款,黄色 短款,黄色,短款,77.0,361.0,男装,XS,2025-09-12 05:47:50,冬季,涤纶
596,SPU143,SPU143-黄色-XS,羽绒服夏季款,黄色 短款,黄色,短款,56.0,329.0,男装,XS,2025-04-09 03:15:08,冬季,丝
597,SPU143,SPU143-黄色-XS,羽绒服夏季款,黄色 短款,黄色,短款,304.0,702.0,男装,XS,2024-12-20 18:28:01,冬季,涤纶
598,SPU144,SPU144-橙色-均码,牛仔裤秋冬款,橙色 宽松,橙色,宽松,291.0,783.0,男装,均码,2024-10-05 08:13:49,春夏,棉
599,SPU144,SPU144-橙色-M,牛仔裤秋冬款,橙色 短款,橙色,短款,218.0,224.0,男装,M,2025-07-12 01:39:07,春夏,麻
600,SPU144,SPU144-橙色-M,牛仔裤秋冬款,橙色 短款,橙色,短款,117.0,673.0,男装,M,2024-07-19 06:16:47,春夏,棉
601,SPU145,SPU145-红色-S,西装外套经典款,红色 标准,红色,标准,471.0,175.0,女装,S,2025-08-11 09:11:13,秋季,混纺
602,SPU145,SPU145-红色-M,西装外套经典款,红色 短款,红色,短款,283.0,730.0,女装,M,2024-05-25 23:41:37,秋季,麻
603,SPU145,SPU145-红色-L,西装外套经典款,红色 短款,红色,短款,120.0,529.0,女装,L,2025-09-22 07:39:44,秋季,丝
604,SPU145,SPU145-红色-均码,西装外套经典款,红色 短款,红色,短款,424.0,649.0,女装,均码,2025-01-02 16:01:27,秋季,棉
605,SPU145,SPU145-红色-S,西装外套经典款,红色 标准,红色,标准,161.0,199.0,女装,S,2025-07-20 11:49:11,秋季,麻
606,SPU146,SPU146-米色-XS,套头卫衣秋冬款,米色 标准,米色,标准,76.0,788.0,运动,XS,2025-08-02 00:44:08,冬季,麻
607,SPU146,SPU146-米色-S,套头卫衣秋冬款,米色 短款,米色,短款,91.0,558.0,运动,S,2024-04-05 14:31:51,冬季,羊毛
608,SPU146,SPU146-米色-XXXL,套头卫衣秋冬款,米色 短款,米色,短款,339.0,298.0,运动,XXXL,2024-06-17 07:22:56,冬季,涤纶
609,SPU147,SPU147-蓝色-XL,POLO衫夏季款,蓝色 加长,蓝色,加长,232.0,364.0,男装,XL,2024-06-05 15:47:04,秋冬,麻
610,SPU147,SPU147-蓝色-XS,POLO衫夏季款,蓝色 加长,蓝色,加长,97.0,493.0,男装,XS,2024-02-14 01:30:36,秋冬,羊毛
611,SPU147,SPU147-蓝色-XXXL,POLO衫夏季款,蓝色 标准,蓝色,标准,274.0,650.0,男装,XXXL,2023-12-14 17:46:27,秋冬,丝
612,SPU147,SPU147-蓝色-XS,POLO衫夏季款,蓝色 短款,蓝色,短款,424.0,232.0,男装,XS,2024-06-08 05:06:54,秋冬,棉
613,SPU148,SPU148-黄色-M,休闲衬衫秋冬款,黄色 标准,黄色,标准,383.0,474.0,男装,M,2025-04-03 12:26:00,秋季,棉
614,SPU148,SPU148-黄色-XL,休闲衬衫秋冬款,黄色 加长,黄色,加长,135.0,775.0,男装,XL,2023-11-07 16:56:36,秋季,棉
615,SPU148,SPU148-黄色-XXXL,休闲衬衫秋冬款,黄色 短款,黄色,短款,286.0,225.0,男装,XXXL,2025-06-10 21:07:06,秋季,丝
616,SPU148,SPU148-黄色-XS,休闲衬衫秋冬款,黄色 宽松,黄色,宽松,94.0,765.0,男装,XS,2024-12-25 03:35:07,秋季,涤纶
617,SPU149,SPU149-粉色-S,POLO衫经典款,粉色 宽松,粉色,宽松,273.0,500.0,女装,S,2024-10-15 23:21:52,春季,羊毛
618,SPU149,SPU149-粉色-XS,POLO衫经典款,粉色 修身,粉色,修身,465.0,244.0,女装,XS,2024-09-18 14:31:30,春季,混纺
619,SPU149,SPU149-粉色-S,POLO衫经典款,粉色 标准,粉色,标准,52.0,268.0,女装,S,2023-11-20 09:25:24,春季,丝
620,SPU149,SPU149-粉色-M,POLO衫经典款,粉色 加长,粉色,加长,422.0,360.0,女装,M,2025-01-06 08:18:19,春季,麻
621,SPU149,SPU149-粉色-XS,POLO衫经典款,粉色 宽松,粉色,宽松,114.0,272.0,女装,XS,2024-07-19 20:53:44,春季,混纺
622,SPU150,SPU150-米色-XL,家居服秋冬款,米色 宽松,米色,宽松,473.0,557.0,内衣,XL,2025-07-15 03:25:52,秋季,丝
623,SPU150,SPU150-米色-XXXL,家居服秋冬款,米色 修身,米色,修身,237.0,390.0,内衣,XXXL,2024-09-09 23:41:22,秋季,丝
624,SPU150,SPU150-米色-L,家居服秋冬款,米色 加长,米色,加长,164.0,107.0,内衣,L,2024-12-20 12:58:32,秋季,混纺
625,SPU150,SPU150-米色-XXXL,家居服秋冬款,米色 修身,米色,修身,363.0,414.0,内衣,XXXL,2024-03-31 20:49:35,秋季,混纺
626,SPU151,SPU151-蓝色-S,休闲衬衫夏季款,蓝色 修身,蓝色,修身,102.0,732.0,男装,S,2024-04-25 20:01:43,春季,麻
627,SPU151,SPU151-蓝色-S,休闲衬衫夏季款,蓝色 宽松,蓝色,宽松,292.0,217.0,男装,S,2025-08-18 16:42:05,春季,混纺
628,SPU151,SPU151-蓝色-XL,休闲衬衫夏季款,蓝色 加长,蓝色,加长,178.0,301.0,男装,XL,2024-09-15 00:56:50,春季,羊毛
629,SPU151,SPU151-蓝色-XL,休闲衬衫夏季款,蓝色 修身,蓝色,修身,392.0,376.0,男装,XL,2024-03-28 19:50:33,春季,涤纶
630,SPU151,SPU151-蓝色-S,休闲衬衫夏季款,蓝色 短款,蓝色,短款,431.0,241.0,男装,S,2024-12-23 00:42:02,春季,羊毛
631,SPU152,SPU152-绿色-均码,套头卫衣夏季款,绿色 修身,绿色,修身,100.0,127.0,运动,均码,2025-01-27 22:53:13,春夏,麻
632,SPU152,SPU152-绿色-M,套头卫衣夏季款,绿色 修身,绿色,修身,393.0,664.0,运动,M,2023-12-28 18:00:31,春夏,涤纶
633,SPU152,SPU152-绿色-XXXL,套头卫衣夏季款,绿色 短款,绿色,短款,217.0,617.0,运动,XXXL,2024-03-30 21:17:00,春夏,麻
634,SPU153,SPU153-红色-L,童装套装夏季款,红色 宽松,红色,宽松,376.0,131.0,童装,L,2024-06-02 11:13:52,春季,棉
635,SPU153,SPU153-红色-M,童装套装夏季款,红色 标准,红色,标准,437.0,276.0,童装,M,2025-07-09 13:26:47,春季,涤纶
636,SPU153,SPU153-红色-XXL,童装套装夏季款,红色 加长,红色,加长,140.0,551.0,童装,XXL,2023-12-26 04:17:12,春季,麻
637,SPU153,SPU153-红色-XXXL,童装套装夏季款,红色 宽松,红色,宽松,476.0,454.0,童装,XXXL,2024-09-01 09:03:15,春季,涤纶
638,SPU153,SPU153-红色-M,童装套装夏季款,红色 宽松,红色,宽松,201.0,605.0,童装,M,2024-09-13 16:56:11,春季,棉
639,SPU154,SPU154-黑色-L,短裤热卖款,黑色 短款,黑色,短款,288.0,490.0,男装,L,2024-08-05 02:27:29,秋冬,涤纶
640,SPU154,SPU154-黑色-XXL,短裤热卖款,黑色 修身,黑色,修身,100.0,146.0,男装,XXL,2025-03-15 18:44:10,秋冬,羊毛
641,SPU154,SPU154-黑色-XS,短裤热卖款,黑色 短款,黑色,短款,374.0,607.0,男装,XS,2025-10-06 15:26:02,秋冬,丝
642,SPU154,SPU154-黑色-XXL,短裤热卖款,黑色 修身,黑色,修身,115.0,173.0,男装,XXL,2024-08-16 15:58:25,秋冬,涤纶
643,SPU155,SPU155-米色-XS,家居服夏季款,米色 短款,米色,短款,76.0,371.0,内衣,XS,2024-10-02 21:32:00,春季,羊毛
644,SPU155,SPU155-米色-S,家居服夏季款,米色 宽松,米色,宽松,393.0,125.0,内衣,S,2024-03-24 22:26:05,春季,羊毛
645,SPU155,SPU155-米色-S,家居服夏季款,米色 修身,米色,修身,342.0,738.0,内衣,S,2023-11-30 16:41:47,春季,羊毛
646,SPU156,SPU156-米色-XL,休闲裤热卖款,米色 短款,米色,短款,224.0,737.0,童装,XL,2025-05-13 18:28:38,春夏,涤纶
647,SPU156,SPU156-米色-均码,休闲裤热卖款,米色 短款,米色,短款,163.0,786.0,童装,均码,2025-07-04 02:52:05,春夏,混纺
648,SPU156,SPU156-米色-均码,休闲裤热卖款,米色 加长,米色,加长,464.0,207.0,童装,均码,2024-06-24 02:33:04,春夏,羊毛
649,SPU156,SPU156-米色-XXL,休闲裤热卖款,米色 宽松,米色,宽松,115.0,546.0,童装,XXL,2024-06-13 16:32:35,春夏,涤纶
650,SPU156,SPU156-米色-XXXL,休闲裤热卖款,米色 标准,米色,标准,447.0,358.0,童装,XXXL,2025-10-21 16:14:00,春夏,棉
651,SPU157,SPU157-灰色-M,速干短裤春季款,灰色 修身,灰色,修身,257.0,597.0,运动,M,2025-09-25 11:34:34,春夏,羊毛
652,SPU157,SPU157-灰色-L,速干短裤春季款,灰色 加长,灰色,加长,106.0,539.0,运动,L,2025-10-30 22:57:59,春夏,涤纶
653,SPU157,SPU157-灰色-XXXL,速干短裤春季款,灰色 加长,灰色,加长,448.0,422.0,运动,XXXL,2025-01-05 19:07:41,春夏,麻
654,SPU157,SPU157-灰色-均码,速干短裤春季款,灰色 加长,灰色,加长,259.0,336.0,运动,均码,2024-11-17 12:23:47,春夏,混纺
655,SPU158,SPU158-白色-L,休闲裤新款,白色 宽松,白色,宽松,148.0,234.0,女装,L,2024-01-20 17:16:42,秋季,涤纶
656,SPU158,SPU158-白色-XXL,休闲裤新款,白色 加长,白色,加长,297.0,635.0,女装,XXL,2024-01-15 03:14:45,秋季,麻
657,SPU158,SPU158-白色-XXL,休闲裤新款,白色 标准,白色,标准,146.0,199.0,女装,XXL,2024-11-08 05:45:49,秋季,棉
658,SPU158,SPU158-白色-均码,休闲裤新款,白色 标准,白色,标准,457.0,769.0,女装,均码,2024-05-20 10:03:59,秋季,羊毛
659,SPU159,SPU159-红色-L,运动长裤新款,红色 宽松,红色,宽松,202.0,723.0,运动,L,2024-02-17 06:42:40,夏季,混纺
660,SPU159,SPU159-红色-XXXL,运动长裤新款,红色 短款,红色,短款,244.0,760.0,运动,XXXL,2025-06-13 05:11:55,夏季,棉
661,SPU159,SPU159-红色-L,运动长裤新款,红色 加长,红色,加长,305.0,221.0,运动,L,2024-04-11 18:51:26,夏季,混纺
662,SPU159,SPU159-红色-M,运动长裤新款,红色 加长,红色,加长,309.0,661.0,运动,M,2024-07-20 04:34:58,夏季,涤纶
663,SPU160,SPU160-粉色-均码,家居服新款,粉色 宽松,粉色,宽松,441.0,191.0,内衣,均码,2024-01-30 11:02:50,秋冬,麻
664,SPU160,SPU160-粉色-XXL,家居服新款,粉色 短款,粉色,短款,470.0,529.0,内衣,XXL,2025-10-13 02:16:06,秋冬,混纺
665,SPU160,SPU160-粉色-XS,家居服新款,粉色 修身,粉色,修身,404.0,160.0,内衣,XS,2023-12-03 10:59:30,秋冬,棉
666,SPU160,SPU160-粉色-XS,家居服新款,粉色 标准,粉色,标准,434.0,319.0,内衣,XS,2024-10-26 12:48:55,秋冬,丝
667,SPU161,SPU161-棕色-M,POLO衫热卖款,棕色 宽松,棕色,宽松,188.0,146.0,童装,M,2025-02-06 00:36:16,冬季,羊毛
668,SPU161,SPU161-棕色-XXL,POLO衫热卖款,棕色 短款,棕色,短款,457.0,413.0,童装,XXL,2025-04-07 01:05:56,冬季,丝
669,SPU161,SPU161-棕色-M,POLO衫热卖款,棕色 标准,棕色,标准,186.0,662.0,童装,M,2025-04-09 11:38:05,冬季,涤纶
670,SPU162,SPU162-白色-XXXL,休闲衬衫春季款,白色 修身,白色,修身,290.0,533.0,男装,XXXL,2024-10-06 19:21:40,春夏,涤纶
671,SPU162,SPU162-白色-均码,休闲衬衫春季款,白色 标准,白色,标准,360.0,733.0,男装,均码,2024-06-17 16:13:49,春夏,棉
672,SPU162,SPU162-白色-M,休闲衬衫春季款,白色 加长,白色,加长,94.0,128.0,男装,M,2024-03-15 05:31:11,春夏,麻
673,SPU163,SPU163-米色-均码,针织连衣裙夏季款,米色 宽松,米色,宽松,395.0,510.0,女装,均码,2025-04-29 23:29:35,夏季,丝
674,SPU163,SPU163-米色-均码,针织连衣裙夏季款,米色 短款,米色,短款,307.0,413.0,女装,均码,2024-06-30 11:42:00,夏季,棉
675,SPU163,SPU163-米色-均码,针织连衣裙夏季款,米色 短款,米色,短款,205.0,338.0,女装,均码,2024-06-20 12:47:37,夏季,棉
676,SPU163,SPU163-米色-XXL,针织连衣裙夏季款,米色 修身,米色,修身,130.0,537.0,女装,XXL,2025-07-22 12:27:58,夏季,混纺
677,SPU164,SPU164-白色-S,连帽卫衣热卖款,白色 宽松,白色,宽松,483.0,324.0,女装,S,2024-12-19 21:59:15,春夏,混纺
678,SPU164,SPU164-白色-S,连帽卫衣热卖款,白色 标准,白色,标准,321.0,660.0,女装,S,2025-06-21 07:09:44,春夏,棉
679,SPU164,SPU164-白色-XXXL,连帽卫衣热卖款,白色 宽松,白色,宽松,214.0,277.0,女装,XXXL,2025-05-10 11:45:25,春夏,羊毛
680,SPU164,SPU164-白色-XL,连帽卫衣热卖款,白色 短款,白色,短款,457.0,116.0,女装,XL,2024-08-19 09:45:13,春夏,丝
681,SPU165,SPU165-红色-L,针织衫经典款,红色 标准,红色,标准,168.0,797.0,女装,L,2024-03-23 09:51:29,秋季,丝
682,SPU165,SPU165-红色-XS,针织衫经典款,红色 标准,红色,标准,387.0,632.0,女装,XS,2025-03-26 17:35:43,秋季,麻
683,SPU165,SPU165-红色-S,针织衫经典款,红色 标准,红色,标准,298.0,191.0,女装,S,2023-11-22 10:41:10,秋季,羊毛
684,SPU166,SPU166-棕色-XS,家居服春季款,棕色 标准,棕色,标准,221.0,733.0,内衣,XS,2025-05-05 18:02:33,冬季,麻
685,SPU166,SPU166-棕色-XXXL,家居服春季款,棕色 修身,棕色,修身,363.0,289.0,内衣,XXXL,2025-08-19 16:10:06,冬季,麻
686,SPU166,SPU166-棕色-XXL,家居服春季款,棕色 标准,棕色,标准,411.0,698.0,内衣,XXL,2024-08-16 19:28:05,冬季,麻
687,SPU167,SPU167-棕色-XXL,连帽卫衣热卖款,棕色 宽松,棕色,宽松,474.0,603.0,男装,XXL,2024-10-12 20:26:52,春季,羊毛
688,SPU167,SPU167-棕色-L,连帽卫衣热卖款,棕色 加长,棕色,加长,177.0,158.0,男装,L,2025-03-15 06:45:58,春季,麻
689,SPU167,SPU167-棕色-S,连帽卫衣热卖款,棕色 标准,棕色,标准,438.0,727.0,男装,S,2024-08-29 04:11:48,春季,棉
690,SPU167,SPU167-棕色-M,连帽卫衣热卖款,棕色 修身,棕色,修身,159.0,224.0,男装,M,2024-07-06 21:01:33,春季,棉
691,SPU168,SPU168-黄色-L,连帽卫衣秋冬款,黄色 修身,黄色,修身,439.0,107.0,男装,L,2024-09-17 03:33:46,冬季,棉
692,SPU168,SPU168-黄色-XXL,连帽卫衣秋冬款,黄色 短款,黄色,短款,82.0,508.0,男装,XXL,2025-05-17 23:53:44,冬季,麻
693,SPU168,SPU168-黄色-XXL,连帽卫衣秋冬款,黄色 修身,黄色,修身,326.0,139.0,男装,XXL,2024-11-15 19:41:08,冬季,涤纶
694,SPU169,SPU169-棕色-S,包臀裙热卖款,棕色 宽松,棕色,宽松,91.0,766.0,女装,S,2024-12-16 08:35:07,秋季,棉
695,SPU169,SPU169-棕色-XXXL,包臀裙热卖款,棕色 宽松,棕色,宽松,145.0,602.0,女装,XXXL,2025-08-15 11:18:23,秋季,麻
696,SPU169,SPU169-棕色-XXL,包臀裙热卖款,棕色 短款,棕色,短款,137.0,672.0,女装,XXL,2023-12-09 20:26:52,秋季,混纺
697,SPU170,SPU170-黄色-M,运动长裤春季款,黄色 加长,黄色,加长,180.0,573.0,运动,M,2024-04-13 15:39:05,秋冬,棉
698,SPU170,SPU170-黄色-均码,运动长裤春季款,黄色 宽松,黄色,宽松,278.0,156.0,运动,均码,2025-05-21 21:21:28,秋冬,涤纶
699,SPU170,SPU170-黄色-XL,运动长裤春季款,黄色 宽松,黄色,宽松,445.0,503.0,运动,XL,2024-04-22 15:45:41,秋冬,涤纶
700,SPU170,SPU170-黄色-S,运动长裤春季款,黄色 修身,黄色,修身,135.0,694.0,运动,S,2025-03-05 14:24:39,秋冬,涤纶
701,SPU171,SPU171-米色-XL,家居服秋冬款,米色 短款,米色,短款,236.0,548.0,内衣,XL,2025-06-10 12:56:46,夏季,涤纶
702,SPU171,SPU171-米色-XXXL,家居服秋冬款,米色 标准,米色,标准,421.0,615.0,内衣,XXXL,2024-10-18 23:02:34,夏季,羊毛
703,SPU171,SPU171-米色-XS,家居服秋冬款,米色 标准,米色,标准,177.0,213.0,内衣,XS,2025-05-02 19:21:12,夏季,棉
704,SPU172,SPU172-绿色-XXL,短裤春季款,绿色 修身,绿色,修身,329.0,672.0,男装,XXL,2024-01-10 04:44:37,冬季,棉
705,SPU172,SPU172-绿色-均码,短裤春季款,绿色 修身,绿色,修身,490.0,572.0,男装,均码,2023-12-07 10:43:18,冬季,丝
706,SPU172,SPU172-绿色-XXL,短裤春季款,绿色 短款,绿色,短款,355.0,146.0,男装,XXL,2024-07-06 21:35:16,冬季,丝
707,SPU173,SPU173-粉色-均码,POLO衫热卖款,粉色 标准,粉色,标准,384.0,436.0,童装,均码,2025-04-01 13:18:53,秋冬,麻
708,SPU173,SPU173-粉色-XL,POLO衫热卖款,粉色 加长,粉色,加长,191.0,799.0,童装,XL,2023-12-15 22:17:06,秋冬,涤纶
709,SPU173,SPU173-粉色-L,POLO衫热卖款,粉色 短款,粉色,短款,127.0,584.0,童装,L,2025-05-06 03:08:09,秋冬,麻
710,SPU173,SPU173-粉色-均码,POLO衫热卖款,粉色 加长,粉色,加长,196.0,657.0,童装,均码,2025-02-08 12:29:28,秋冬,麻
711,SPU173,SPU173-粉色-均码,POLO衫热卖款,粉色 加长,粉色,加长,253.0,199.0,童装,均码,2024-01-18 18:51:13,秋冬,麻
712,SPU174,SPU174-红色-M,连帽卫衣热卖款,红色 标准,红色,标准,222.0,709.0,男装,M,2025-10-11 14:31:45,春季,涤纶
713,SPU174,SPU174-红色-XXXL,连帽卫衣热卖款,红色 标准,红色,标准,56.0,654.0,男装,XXXL,2025-05-01 04:25:47,春季,混纺
714,SPU174,SPU174-红色-M,连帽卫衣热卖款,红色 宽松,红色,宽松,317.0,229.0,男装,M,2024-10-23 09:52:18,春季,棉
715,SPU174,SPU174-红色-XS,连帽卫衣热卖款,红色 加长,红色,加长,263.0,290.0,男装,XS,2024-06-14 08:10:03,春季,涤纶
716,SPU175,SPU175-绿色-XXXL,针织衫新款,绿色 宽松,绿色,宽松,187.0,769.0,童装,XXXL,2024-12-18 14:59:47,春季,羊毛
717,SPU175,SPU175-绿色-XL,针织衫新款,绿色 宽松,绿色,宽松,135.0,525.0,童装,XL,2025-05-25 01:10:49,春季,麻
718,SPU175,SPU175-绿色-XXXL,针织衫新款,绿色 加长,绿色,加长,476.0,212.0,童装,XXXL,2025-02-13 08:20:20,春季,混纺
719,SPU176,SPU176-粉色-S,休闲衬衫秋冬款,粉色 修身,粉色,修身,479.0,594.0,男装,S,2024-10-14 01:31:26,春夏,羊毛
720,SPU176,SPU176-粉色-XL,休闲衬衫秋冬款,粉色 宽松,粉色,宽松,156.0,760.0,男装,XL,2024-04-24 02:22:43,春夏,涤纶
721,SPU176,SPU176-粉色-XXXL,休闲衬衫秋冬款,粉色 加长,粉色,加长,56.0,316.0,男装,XXXL,2025-03-15 16:31:27,春夏,涤纶
